deltat,AcX,AcY,AcZ,GravX,GravY,GravZ,OrX,OrY,OrZ,GyX,GyY,GyZ
50,-3.94,0.78,-0.61,-6.60,-3.77,6.18,89.50,-42.31,31.37,2.24,0.08,-2.56
50,-3.31,0.66,-3.98,-6.01,-3.57,6.87,97.44,-37.81,27.44,3.82,-0.97,-0.99
50,0.92,-1.25,1.24,-5.14,-2.64,7.91,103.12,-31.62,18.44,2.90,-2.05,-1.03
50,-1.69,-0.95,-1.05,-4.37,-1.65,8.62,107.25,-26.44,10.81,3.15,-1.84,-0.85
50,-1.52,4.06,-1.12,-3.32,-0.27,9.22,110.06,-19.75,1.63,3.10,-3.18,-0.43
50,-3.15,0.06,-1.08,-1.73,0.21,9.65,111.37,-10.13,-1.25,0.86,-3.18,0.59
50,4.07,-3.91,-0.06,0.36,0.28,9.79,112.12,2.13,-1.63,-0.41,-4.13,0.07
50,-0.39,1.48,-2.49,1.64,0.17,9.66,108.31,9.63,-1.00,-0.60,-2.05,2.29
50,0.25,-0.98,3.65,2.94,-2.02,9.13,99.50,17.44,12.50,-7.31,-3.67,2.39
51,0.48,10.52,-1.05,3.42,-3.34,8.55,91.25,20.44,21.31,-1.00,-1.04,6.20
50,3.87,3.44,-2.46,1.15,-6.43,7.31,72.00,6.69,41.31,-7.76,2.97,12.48
50,-2.15,-2.68,-2.39,-1.54,-7.47,6.15,57.75,-9.06,50.50,1.24,0.27,-0.59
50,2.55,-0.77,-0.96,-2.19,-7.71,5.63,56.50,-12.88,53.81,-3.67,2.12,4.16
50,-5.98,-4.54,-0.63,-4.02,-7.65,4.62,48.94,-24.19,58.81,0.59,1.37,-1.37
50,2.08,3.11,-0.68,-2.43,-8.18,4.81,60.69,-14.31,59.50,-1.45,-0.36,-3.18
50,-5.83,4.74,2.19,-2.53,-8.66,3.82,58.25,-16.06,64.06,-3.85,-1.08,-1.72
50,-2.13,2.90,-1.08,-1.58,-9.45,2.05,61.75,-7.88,76.19,-2.83,0.44,2.43
50,-0.17,-7.88,-2.44,-0.49,-9.79,-0.06,64.19,-2.94,88.06,-4.15,-0.94,-0.09
50,3.48,9.50,1.52,-0.36,-9.77,-0.71,61.31,-2.69,92.31,-3.38,-1.82,-1.25
50,-0.80,-0.30,-0.73,-0.22,-9.54,-2.22,59.38,-1.56,103.12,0.04,-0.18,-0.49
50,2.98,-7.24,-1.88,-0.38,-9.49,-2.41,57.38,-2.19,104.31,0.11,-1.11,-0.27
50,-3.81,-2.68,-2.52,-0.47,-9.77,-0.67,55.06,-3.00,97.50,5.64,-0.22,0.96
50,1.63,9.08,-2.65,-0.31,-9.26,3.19,56.19,-0.69,75.62,9.38,-0.44,-0.56
50,1.73,2.51,-1.49,-0.94,-8.09,5.45,47.75,-6.63,59.13,4.37,-2.17,0.94
50,1.45,3.52,-1.93,-1.74,-6.11,7.46,44.06,-8.69,42.31,5.14,0.73,2.42
50,0.86,-4.62,-2.98,-2.12,-5.41,7.89,38.94,-13.00,34.13,-0.44,-0.10,-1.31
50,0.53,1.66,-1.01,-1.58,-4.61,8.50,44.19,-10.19,29.94,3.53,-0.53,-1.92
50,-2.00,-2.45,-0.39,-0.93,-4.19,8.81,51.63,-6.00,25.56,0.69,0.13,-3.10
50,-0.80,-0.12,-1.44,-0.48,-3.29,9.22,59.44,-3.25,21.31,2.53,0.08,-2.39
50,0.89,-3.00,-0.78,-0.29,-2.14,9.56,65.56,-1.88,13.75,1.50,0.27,-0.93
50,0.17,2.01,-1.08,-0.32,-0.36,9.79,70.06,-1.69,4.81,4.02,0.42,-1.25
50,-0.94,2.59,-1.14,-0.41,1.78,9.63,74.19,-2.13,-8.19,4.37,-0.02,-1.89
50,2.37,1.32,-0.25,-0.77,2.69,9.39,84.50,-4.00,-15.31,1.48,0.25,-2.65
50,-9.16,-0.07,-0.65,-1.66,3.06,9.16,87.06,-9.00,-17.69,0.50,2.77,1.18
50,-3.43,-0.69,-0.71,-1.79,3.43,9.00,91.31,-10.56,-20.06,1.23,-0.07,-0.11
50,-0.05,-3.05,-0.12,-1.49,3.88,8.87,94.44,-9.38,-22.94,1.00,-1.09,-0.83
50,-1.21,-1.69,-0.99,-0.61,4.79,8.53,95.12,-4.44,-28.69,1.20,-2.07,-0.05
50,-1.07,-1.53,-1.82,0.33,5.43,8.15,98.06,0.56,-32.63,1.44,-2.55,-0.07
50,2.71,1.21,0.50,1.39,6.20,7.46,99.87,7.13,-38.75,2.19,-2.09,0.70
50,0.28,-1.03,-1.04,2.21,6.78,6.72,98.56,11.94,-43.88,2.29,-1.74,0.73
50,-0.04,0.99,-0.49,3.08,7.35,5.71,96.94,17.25,-50.94,2.43,-1.73,1.01
50,-0.07,-0.64,-0.53,3.88,7.61,4.80,95.12,22.25,-56.81,1.73,-1.50,1.15
50,0.37,-0.24,-2.01,4.70,7.70,3.82,92.19,27.62,-62.44,1.54,-1.61,1.41
50,1.52,0.13,-0.32,5.37,7.63,3.00,89.75,32.44,-67.81,0.92,-1.21,1.22
50,0.82,-0.36,-1.41,5.78,7.49,2.57,86.81,36.06,-71.00,0.72,-0.71,1.03
50,4.16,1.30,-1.11,6.12,7.29,2.33,85.12,38.63,-72.25,0.08,-0.04,0.44
50,5.00,1.91,-3.07,5.94,7.25,2.87,84.56,37.31,-68.37,-1.11,1.94,-0.55
50,6.27,3.04,-5.15,5.13,6.97,4.60,85.81,31.56,-56.56,-4.19,3.64,-0.94
50,-7.06,5.97,-0.59,3.99,4.70,7.61,81.06,24.00,-31.69,-7.41,5.02,4.18
50,1.65,-2.23,-0.03,2.95,2.05,9.12,81.00,17.50,-12.63,-2.13,1.51,-1.75
50,-3.44,-4.10,0.13,2.41,1.07,9.44,79.94,14.25,-6.44,-1.44,0.68,0.62
50,0.24,-1.01,0.05,2.54,1.42,9.36,80.44,15.00,-8.63,2.28,-0.79,-0.68
50,3.32,7.10,0.30,2.91,2.99,8.87,82.37,17.25,-18.62,5.11,-1.38,-1.41
50,-2.24,-6.92,-3.06,3.15,4.53,8.10,82.69,18.69,-29.19,8.63,-0.82,-0.04
50,-1.52,-1.91,-3.00,2.86,6.80,6.44,82.50,16.94,-46.50,1.06,1.58,1.93
50,4.77,0.97,-0.51,2.47,7.15,6.22,79.25,14.56,-48.94,0.40,2.00,0.17
50,-1.07,-2.99,-2.28,1.59,7.04,6.62,76.00,9.38,-46.69,-0.89,2.79,-0.68
50,0.47,-2.28,-3.20,0.06,6.93,6.93,78.31,0.37,-45.00,-1.12,2.59,-2.62
50,1.90,-2.23,1.33,-1.41,6.72,7.00,83.00,-8.25,-43.81,-0.63,2.00,-2.22
50,0.81,0.03,-0.08,-2.63,6.65,6.70,85.06,-15.56,-44.75,0.93,1.63,-1.41
50,2.88,-0.93,1.19,-3.41,6.76,6.21,85.81,-20.37,-47.38,1.13,1.89,-0.27
50,2.58,-2.85,-0.56,-4.34,6.66,5.72,86.31,-26.31,-49.31,0.24,1.46,-1.41
50,-2.47,1.26,-2.16,-4.88,6.78,5.12,86.31,-29.87,-52.94,0.87,0.93,-0.51
50,1.16,2.18,1.36,-5.01,6.84,4.92,87.44,-30.69,-54.25,0.41,0.43,-0.21
50,-2.49,1.85,-2.66,-5.01,6.78,4.99,86.44,-31.00,-53.88,-0.34,-0.53,0.28
50,-0.60,-0.02,-1.19,-4.52,6.45,5.82,86.06,-28.19,-49.81,-2.91,-1.58,0.33
50,0.32,0.69,-6.51,-3.11,5.36,7.59,77.62,-18.50,-35.19,-7.04,-3.41,5.16
51,3.26,-1.98,-0.52,-1.92,2.68,9.23,67.19,-11.25,-16.19,-5.26,-0.43,1.44
50,-3.38,-9.29,-0.72,-2.37,0.48,9.50,61.00,-13.94,-2.88,-5.37,2.08,2.80
50,0.72,-3.98,-2.39,-1.85,0.05,9.62,67.50,-10.88,-0.31,0.74,-2.10,-3.79
50,2.25,-1.12,0.00,-1.19,0.04,9.73,76.50,-7.00,-0.19,-0.64,-0.75,-1.70
50,0.28,-1.54,-0.36,-0.81,0.09,9.77,81.44,-4.69,-0.50,0.52,-1.07,-1.86
50,1.94,1.05,-0.87,-0.28,0.39,9.79,85.75,-1.63,-2.31,0.59,-1.31,-1.68
50,1.04,-2.84,0.40,-0.01,0.43,9.79,88.00,-0.06,-2.25,0.42,-0.08,-0.26
50,1.12,0.44,-1.62,-0.11,0.57,9.78,87.50,-0.56,-3.19,0.24,0.08,0.05
50,0.22,-0.31,-0.58,-0.25,0.62,9.78,87.00,-1.19,-3.38,0.43,0.54,0.38
50,3.99,-2.68,-0.62,-0.64,0.76,9.75,87.25,-3.25,-4.19,0.50,0.80,-1.17
50,-0.76,1.13,0.11,-1.20,1.29,9.64,87.37,-6.81,-7.25,1.18,0.92,-0.15
50,1.06,8.97,2.08,-1.39,1.69,9.55,87.69,-8.06,-7.94,3.82,0.17,0.17
50,-0.39,1.18,-0.67,-1.29,1.96,9.51,89.62,-7.94,-11.06,1.43,-0.72,-0.91
50,-0.51,-1.08,-1.17,-1.21,1.83,9.55,92.56,-7.25,-11.06,-0.67,-0.05,-0.06
50,-7.36,3.19,5.53,-0.60,1.54,9.66,97.62,-5.00,-10.81,-0.77,-2.38,-2.45
50,2.64,-0.16,-1.09,-0.43,1.64,9.65,106.37,-2.50,-9.38,0.79,-0.42,-2.07
50,2.27,-2.27,0.37,-0.49,2.24,9.53,110.87,-2.69,-12.25,1.37,-0.08,-1.30
50,-0.43,-2.78,3.00,-0.78,2.33,9.49,111.81,-4.31,-13.75,-0.15,0.62,-0.50
50,0.78,0.91,-0.13,-0.88,2.04,9.55,111.62,-5.13,-12.00,-0.39,0.12,-0.33
50,0.07,0.92,-0.75,-0.71,1.57,9.65,111.12,-4.13,-9.19,-0.62,0.00,-0.95
50,1.56,-0.61,0.07,-0.85,1.33,9.67,111.37,-4.94,-7.81,-0.60,0.12,-0.43
50,0.54,-1.58,-0.09,-0.96,0.95,9.71,113.12,-5.63,-5.56,-0.77,0.08,-0.77
50,0.36,-1.10,0.40,-0.94,0.69,9.73,115.12,-5.50,-4.00,-0.35,-0.13,-0.72
50,0.75,-0.05,-0.19,-0.98,0.70,9.73,116.62,-5.69,-4.06,0.21,0.15,-0.67
50,0.35,-0.15,0.39,-1.03,0.62,9.73,118.06,-6.00,-3.69,-0.27,-0.02,-0.32
50,1.10,-3.41,-0.85,-1.03,0.52,9.73,119.31,-6.06,-3.06,-0.19,-0.01,-0.58
50,-0.16,-1.01,-0.84,-1.04,0.53,9.73,120.00,-6.06,-3.06,-0.26,-0.03,0.14
50,1.39,-0.67,-0.20,-0.96,0.34,9.75,118.94,-5.63,-2.00,-0.66,-0.15,0.10
50,0.81,-0.53,0.18,-0.97,0.20,9.75,119.37,-5.69,-1.19,-0.24,0.12,-0.09
51,0.49,-0.83,-0.30,-1.01,0.03,9.75,118.87,-5.94,-0.19,-0.38,-0.02,0.11
50,0.43,-0.61,-0.49,-0.98,0.00,9.75,119.06,-5.69,0.00,0.18,-0.12,-0.08
50,1.53,-0.20,-0.02,-0.89,0.03,9.76,118.81,-5.25,-0.19,0.05,-0.16,0.14
50,0.90,0.19,-0.18,-0.88,0.05,9.76,118.56,-5.13,-0.31,0.13,0.04,-0.00
50,0.49,-0.23,-0.35,-0.90,0.12,9.76,118.31,-5.25,-0.69,0.24,-0.08,0.09
50,1.34,0.00,-0.28,-0.88,0.15,9.76,117.94,-5.13,-0.88,-0.10,0.01,0.21
50,1.17,-0.48,-0.34,-0.87,0.16,9.76,117.56,-5.06,-0.94,0.08,-0.03,0.03
50,0.75,-0.32,-0.60,-0.87,0.20,9.76,117.37,-5.06,-1.19,0.04,0.02,0.12
50,0.35,0.17,-0.71,-0.88,0.20,9.76,116.94,-5.13,-1.19,-0.04,0.01,0.10
50,0.71,0.25,-0.58,-0.85,0.21,9.76,116.69,-4.94,-1.19,0.08,-0.09,0.08
50,0.27,0.33,-0.91,-0.81,0.17,9.77,116.50,-4.69,-1.00,-0.22,-0.09,0.09
50,0.27,-0.04,0.12,-0.72,0.06,9.77,116.37,-4.19,-0.37,-0.08,-0.21,0.04
50,-0.11,0.08,-0.19,-0.63,-0.01,9.78,116.25,-3.69,0.06,-0.25,-0.18,0.03
50,0.40,-0.03,0.03,-0.52,-0.15,9.79,115.75,-3.00,0.88,-0.25,-0.25,0.12
50,0.96,0.65,0.38,-0.45,-0.17,9.79,115.37,-2.63,1.00,-0.04,-0.09,0.00
50,0.06,0.40,0.12,-0.46,-0.19,9.79,114.94,-2.69,1.12,-0.06,0.05,0.25
50,0.96,0.41,-0.02,-0.47,-0.23,9.79,114.06,-2.75,1.37,-0.10,-0.00,0.16
50,0.46,-0.10,-0.30,-0.47,-0.27,9.79,113.75,-2.75,1.56,0.00,-0.03,-0.01
50,1.12,0.52,-0.60,-0.43,-0.23,9.79,113.62,-2.56,1.31,0.11,-0.12,0.05
50,0.22,0.77,-0.81,-0.38,-0.24,9.79,113.69,-2.19,1.37,0.03,-0.10,-0.06
50,0.37,0.03,-1.21,-0.28,-0.27,9.79,114.06,-1.63,1.56,-0.12,-0.23,-0.10
50,0.05,0.27,-0.77,-0.18,-0.31,9.79,114.25,-1.06,1.81,-0.11,-0.19,-0.15
50,0.60,0.57,0.12,-0.10,-0.35,9.79,114.56,-0.63,2.00,0.06,-0.10,-0.16
50,0.36,0.48,0.11,-0.10,-0.32,9.80,115.19,-0.56,1.88,0.11,0.07,-0.18
50,0.27,0.18,0.06,-0.13,-0.27,9.80,115.50,-0.75,1.56,0.20,0.11,-0.10
50,0.44,-0.31,-0.54,-0.17,-0.19,9.80,115.75,-1.00,1.12,0.08,0.09,-0.06
50,1.03,0.05,-0.67,-0.22,-0.12,9.80,115.75,-1.25,0.75,0.15,0.09,-0.02
50,0.03,0.37,-1.68,-0.26,-0.05,9.80,115.62,-1.50,0.31,0.17,0.06,-0.16
50,0.77,0.17,-1.26,-0.27,-0.01,9.80,115.94,-1.56,0.06,-0.03,0.08,-0.07
50,0.09,-0.48,-1.52,-0.31,-0.07,9.80,116.12,-1.81,0.31,-0.13,0.03,-0.11
50,0.92,-0.60,-0.99,-0.30,-0.10,9.80,116.56,-1.75,0.63,0.00,0.01,-0.18
50,0.08,-0.75,-1.80,-0.31,-0.04,9.80,116.81,-1.81,0.44,0.29,-0.01,-0.11
50,-0.20,-0.12,-1.69,-0.30,0.13,9.80,117.37,-1.69,-0.56,0.34,0.09,-0.27
50,-1.27,1.03,1.14,-0.33,0.25,9.79,118.06,-1.94,-1.44,0.04,0.03,0.04
50,3.83,1.94,6.65,-0.27,0.20,9.80,118.00,-1.56,-1.12,-0.22,-0.06,-0.21
50,-0.97,-2.20,7.58,-0.49,-0.09,9.79,118.44,-2.44,0.06,-0.84,0.75,0.35
50,0.45,-2.20,6.12,-0.67,-0.28,9.77,117.75,-3.94,1.75,0.22,-0.02,-0.22
50,-0.18,-2.77,-1.44,-0.73,-0.15,9.77,117.69,-4.13,1.12,0.27,0.23,0.27
50,0.42,-0.67,-6.68,-0.62,0.36,9.77,116.75,-4.00,-1.25,1.30,-0.45,0.16
50,2.09,0.63,-9.17,-0.38,1.03,9.74,117.62,-2.38,-5.38,1.37,-0.46,-0.31
50,1.39,-0.63,-10.25,-0.40,1.20,9.72,117.37,-2.25,-7.06,0.11,0.19,0.30
50,1.06,-0.83,-8.19,-0.55,1.19,9.71,117.94,-3.00,-7.06,-0.07,0.32,-0.38
50,0.34,-2.94,-3.01,-0.71,0.98,9.73,118.62,-3.94,-6.06,-0.57,0.38,-0.21
50,-0.39,-0.44,-1.51,-0.78,0.87,9.73,118.62,-4.69,-5.13,-0.14,-0.03,-0.08
50,0.12,1.60,1.15,-0.64,0.75,9.75,119.37,-3.88,-4.63,-0.29,-0.30,-0.24
50,1.55,3.92,5.32,-0.62,0.29,9.78,119.25,-3.63,-2.44,-1.22,0.06,0.25
50,2.23,0.19,14.39,-0.81,-0.52,9.75,119.37,-4.44,2.00,-1.75,0.57,-0.22
50,-1.50,-3.87,14.73,-1.10,-1.08,9.68,119.69,-6.44,6.38,-1.01,0.83,-0.17
50,-1.63,-5.73,5.25,-1.20,-1.19,9.65,120.94,-7.06,7.00,0.96,-0.02,-0.04
50,0.72,0.65,-4.14,-1.01,-0.54,9.73,120.69,-5.88,3.19,1.46,-0.46,0.38
50,0.25,0.75,-9.21,-0.85,-0.01,9.76,119.75,-4.94,0.06,1.01,-0.28,0.39
50,0.73,0.19,-10.27,-0.65,0.47,9.77,119.06,-4.00,-2.38,0.77,-0.37,0.19
50,2.73,-0.36,-8.20,-0.66,0.76,9.75,119.00,-3.69,-4.25,0.67,0.21,0.24
50,0.67,-0.28,-6.95,-0.88,0.84,9.73,118.31,-5.13,-4.94,-0.02,0.61,0.08
50,-1.57,0.86,-3.26,-0.95,0.92,9.71,118.87,-5.56,-5.44,0.25,-0.26,-0.39
50,2.02,3.12,3.00,-0.49,0.70,9.76,120.19,-2.88,-4.13,-0.92,-1.47,-0.59
50,9.85,-0.75,9.75,0.00,-0.03,9.80,126.56,0.00,0.19,-2.42,-0.03,-2.75
50,-18.19,-15.33,-6.53,-0.86,-1.29,9.68,129.44,-5.00,7.56,-1.23,1.94,-0.15
51,-1.47,-4.04,-0.96,-0.14,0.23,9.80,127.50,-0.81,-1.31,4.65,-3.03,2.15
50,13.58,20.47,-1.40,0.82,1.61,9.63,120.87,4.75,-9.50,1.40,-0.62,1.73
50,4.53,6.78,-0.90,0.52,0.80,9.75,123.87,3.00,-4.69,-2.32,1.96,-1.55
50,-23.98,-23.00,-12.05,-0.59,-0.68,9.76,128.63,-3.44,4.00,-0.87,0.89,-1.26
50,11.72,6.21,1.47,0.85,0.85,9.73,126.31,5.00,-5.00,3.65,-3.60,2.80
50,16.49,15.11,3.76,1.63,1.35,9.57,125.00,9.56,-8.06,-0.84,-0.25,-1.51
50,-26.70,-18.59,-14.81,0.49,0.20,9.79,129.25,2.88,-1.12,-3.83,3.48,-0.52
50,2.82,-3.11,1.04,0.81,0.48,9.76,129.13,4.75,-2.81,2.36,-2.94,1.31
50,18.50,7.51,5.64,1.79,0.62,9.62,126.19,10.56,-3.69,-2.19,-0.68,-1.12
50,-28.07,-25.50,-16.94,0.64,-0.38,9.77,131.19,3.75,2.25,-2.39,3.33,0.41
50,3.67,0.13,3.17,1.45,0.37,9.69,126.44,8.50,-2.19,1.04,-2.49,3.58
50,17.44,3.67,6.03,1.66,0.03,9.66,122.69,9.75,-0.19,-1.83,1.36,-0.61
50,-20.87,-15.73,-9.63,0.00,-0.64,9.78,123.75,0.00,3.75,-0.45,3.86,1.08
50,7.25,-0.04,7.54,0.01,0.30,9.80,121.25,0.06,-1.75,1.80,-0.34,1.37
50,0.79,-1.81,1.78,-0.26,0.64,9.78,119.25,-1.50,-3.75,1.02,1.27,0.16
50,-2.09,-0.60,-3.88,-0.94,1.23,9.68,120.25,-5.50,-7.25,1.22,1.07,-0.59
50,0.43,0.24,-3.62,-1.12,1.54,9.61,121.00,-6.56,-9.13,0.31,-0.03,0.12
50,0.52,0.18,-4.17,-1.01,1.69,9.60,120.44,-5.88,-9.94,0.41,-0.41,0.02
50,0.92,0.05,-4.42,-0.82,1.80,9.60,121.00,-4.81,-10.63,-0.03,-0.31,0.14
50,1.51,0.53,-3.68,-0.69,1.72,9.62,120.06,-4.06,-10.13,-0.10,-0.19,0.26
50,0.79,0.06,-1.39,-0.64,1.56,9.66,119.62,-3.75,-9.13,-0.35,-0.10,0.03
50,0.03,-0.44,0.43,-0.71,1.25,9.70,119.06,-4.13,-7.31,-0.89,0.43,0.27
50,-0.82,-1.23,1.52,-0.73,0.94,9.73,119.19,-4.31,-5.50,-0.40,-0.32,-0.42
50,0.22,-0.90,2.09,-0.64,0.85,9.74,120.37,-3.75,-5.00,-0.15,-0.04,-0.24
50,0.11,-0.98,0.43,-0.61,0.82,9.75,120.37,-3.56,-4.81,-0.01,-0.18,-0.02
50,0.60,-0.12,-0.90,-0.50,0.91,9.75,120.31,-2.94,-5.31,0.13,-0.18,0.05
50,0.39,0.93,-1.32,-0.44,0.93,9.75,119.37,-2.56,-5.44,-0.08,-0.13,0.21
50,0.80,-0.65,0.05,-0.40,0.82,9.76,119.19,-2.38,-4.81,-0.32,-0.06,-0.15
50,0.35,-0.93,0.13,-0.42,0.69,9.77,119.37,-2.44,-4.06,-0.20,0.02,-0.10
51,0.44,-0.58,0.26,-0.43,0.62,9.77,119.19,-2.56,-3.63,-0.19,0.04,0.07
50,0.42,-0.16,0.39,-0.45,0.56,9.78,119.50,-2.63,-3.25,0.13,-0.05,-0.32
50,0.75,-0.21,0.05,-0.44,0.58,9.77,119.56,-2.56,-3.38,0.09,-0.04,-0.06
50,-0.33,0.08,-0.90,-0.47,0.61,9.77,119.75,-2.75,-3.56,0.02,0.09,-0.06
50,0.53,-0.26,-0.37,-0.47,0.61,9.77,120.19,-2.75,-3.56,0.05,-0.05,-0.12
50,0.20,-0.21,-0.41,-0.47,0.62,9.77,120.37,-2.75,-3.63,-0.03,-0.02,-0.08
50,0.50,-0.14,-0.01,-0.44,0.61,9.77,120.50,-2.56,-3.56,-0.00,-0.09,-0.13
50,0.12,-0.08,0.61,-0.43,0.61,9.77,120.81,-2.50,-3.56,-0.03,-0.04,-0.07
50,0.07,-0.53,0.44,-0.40,0.61,9.77,120.87,-2.31,-3.56,-0.01,-0.06,-0.02
50,0.94,-0.43,0.05,-0.37,0.66,9.77,121.00,-2.19,-3.75,0.20,-0.01,-0.06
50,0.48,0.31,-1.84,-0.40,0.79,9.76,121.31,-2.25,-4.50,0.30,0.11,-0.15
50,-0.25,-0.23,-5.24,-0.47,0.85,9.75,121.50,-2.69,-4.94,0.07,0.07,0.11
50,-0.49,1.83,-7.56,-0.40,0.88,9.75,120.69,-2.50,-5.13,-0.04,-0.29,0.45
50,-0.11,-0.23,-7.35,-0.14,0.60,9.78,119.37,-1.19,-4.00,-0.85,-0.58,0.44
50,1.72,-0.87,-4.57,0.19,0.25,9.80,117.69,0.69,-1.81,-0.62,-0.70,0.77
50,1.03,-1.52,-3.03,0.27,-0.17,9.80,116.56,1.75,0.44,-0.96,0.26,0.10
50,0.19,0.65,-1.71,0.11,-0.51,9.79,116.37,0.81,2.75,-0.41,0.35,-0.19
50,-0.52,0.01,3.27,-0.01,-0.95,9.75,117.56,0.00,4.88,-1.24,0.32,-0.69
50,0.13,-2.63,9.99,-0.13,-1.55,9.68,119.31,-0.63,8.44,-1.30,0.31,-0.44
50,-0.59,-4.97,13.88,-0.29,-1.96,9.60,120.00,-1.44,11.19,-0.73,0.45,-0.01
50,-1.95,-3.41,11.11,-0.40,-2.07,9.57,119.69,-2.44,12.31,-0.03,0.03,0.14
50,2.32,-1.40,9.96,-0.17,-1.78,9.64,119.87,-1.12,10.88,0.75,-0.43,-0.10
50,-0.35,-1.16,3.39,-0.18,-1.39,9.70,119.75,-1.06,8.69,0.89,0.09,0.03
50,0.30,-1.79,0.06,-0.11,-0.82,9.77,120.69,-0.75,5.56,1.30,-0.14,-0.45
50,-0.01,-3.10,-7.75,-0.11,-0.16,9.80,121.19,-0.63,1.81,1.41,0.06,0.06
50,0.17,-0.40,-12.04,0.01,0.73,9.77,121.00,-0.19,-3.25,1.91,-0.39,0.16
50,1.41,-1.36,-12.86,0.28,1.33,9.71,120.00,1.44,-7.38,1.00,-0.47,0.78
50,0.06,-1.78,-12.38,0.62,1.40,9.68,116.00,3.00,-8.25,0.15,-0.70,1.21
50,1.16,2.13,-7.25,0.93,1.27,9.67,114.94,5.50,-7.88,-0.25,-0.29,0.61
50,2.66,0.37,-0.60,0.57,0.62,9.76,114.62,3.94,-4.50,-1.67,1.00,-0.18
50,-0.56,-2.53,2.18,0.20,-0.01,9.80,115.62,1.44,-0.37,-1.17,0.64,-0.69
50,-2.11,0.82,2.63,0.00,-0.39,9.79,116.75,0.12,1.88,-0.79,0.43,-0.17
50,0.48,0.94,2.87,0.03,-0.73,9.77,118.50,0.12,3.88,-0.78,-0.05,-0.67
50,-0.62,-0.85,3.63,0.07,-1.01,9.75,120.56,0.37,5.63,-0.58,0.03,-0.81
50,-1.17,-1.58,3.58,0.22,-1.25,9.72,121.87,1.00,7.06,-0.48,-0.34,-0.31
50,0.95,-0.97,3.31,0.61,-1.35,9.69,122.50,3.00,7.94,-0.14,-0.93,-0.54
50,5.42,0.89,3.93,0.86,-1.15,9.69,124.94,5.06,7.06,0.43,-0.19,-1.12
50,4.38,1.42,0.26,0.03,-1.13,9.74,130.00,1.94,6.31,-0.17,2.67,-2.26
50,-22.44,-9.53,-16.65,-1.66,-1.73,9.50,131.50,-9.19,10.25,-0.67,2.93,1.57
50,2.23,-4.06,-7.01,0.71,-0.41,9.77,126.25,-0.88,4.31,4.11,-7.92,1.40
50,26.98,22.34,7.42,2.34,0.45,9.51,121.75,13.31,-2.56,2.15,-2.10,0.24
50,9.38,0.25,-5.75,1.78,0.09,9.64,124.87,10.50,-0.56,-2.75,2.50,-1.70
50,-33.80,-17.41,-15.78,-0.45,-1.72,9.64,126.25,-2.63,10.13,-0.19,2.22,1.80
50,19.23,4.50,1.22,1.70,-0.37,9.65,120.19,9.94,2.19,2.95,-5.41,3.12
50,25.66,5.73,6.92,1.87,-0.68,9.60,123.25,11.00,4.06,-2.54,3.04,-2.92
50,-38.83,-34.40,-29.61,-0.25,-1.66,9.66,122.87,-1.44,9.75,3.12,-0.91,0.72
50,34.49,33.14,7.24,2.44,-0.05,9.49,115.94,14.38,0.31,3.23,-5.14,2.28
50,20.05,3.76,-0.03,1.99,-0.74,9.57,123.06,11.69,4.38,-4.23,5.51,-1.96
50,-5.16,-3.24,-8.72,1.33,-0.37,9.70,120.44,7.75,2.19,4.26,-4.49,-0.38
50,24.01,11.05,5.68,2.81,-0.18,9.39,113.50,16.62,1.06,-1.92,-0.90,-0.32
50,-40.16,-30.07,-25.25,1.03,-1.32,9.66,117.00,6.06,7.75,-2.52,4.34,3.90
50,19.60,7.34,0.14,3.03,-0.42,9.31,110.50,18.00,2.56,0.26,-6.28,6.57
50,35.49,6.39,19.51,3.79,-0.23,9.03,113.06,22.75,1.44,-1.12,3.45,-5.63
50,-38.56,-27.34,-20.67,0.02,-0.18,9.80,116.31,0.12,1.06,6.98,3.37,1.30
50,10.60,20.00,1.06,1.04,1.68,9.60,114.69,6.06,-9.94,2.37,-2.42,1.82
50,3.57,-2.92,-1.24,1.16,1.31,9.64,114.25,6.81,-7.75,-0.84,1.71,0.12
50,-4.37,1.87,-3.24,0.85,1.67,9.62,113.31,4.94,-9.81,1.11,-0.56,0.25
50,6.93,0.45,1.83,1.25,1.73,9.57,113.75,7.31,-10.25,-0.18,-0.64,-0.56
51,-1.43,-1.77,-1.46,1.08,1.62,9.60,113.87,6.31,-9.56,0.10,0.56,-0.04
50,1.05,0.73,-0.51,0.99,1.79,9.58,114.94,5.81,-10.56,0.16,-0.17,-0.54
50,1.63,0.66,-1.18,1.00,1.85,9.57,116.56,5.88,-10.94,-0.06,0.02,-0.56
50,-1.36,-0.87,-4.48,0.82,1.76,9.61,117.94,4.81,-10.38,-0.12,0.15,-0.68
50,1.13,-0.23,-4.99,0.84,1.85,9.59,119.50,4.88,-10.94,0.23,-0.17,-0.36
50,0.26,0.02,-8.38,0.80,1.73,9.61,118.87,4.63,-10.19,-0.59,0.23,0.31
50,0.94,-2.06,-6.44,0.79,1.47,9.66,118.81,4.56,-8.94,-0.48,-0.07,-0.13
50,-1.28,-2.72,-7.08,0.67,1.17,9.71,118.56,4.13,-7.44,-1.04,0.40,0.05
50,-0.03,-3.06,-2.85,0.62,0.70,9.76,119.31,3.63,-4.56,-0.75,-0.06,-0.18
50,1.47,2.39,-0.15,0.54,0.58,9.77,119.37,3.38,-3.63,-0.36,0.33,-0.19
