deltat,AcX,AcY,AcZ,GravX,GravY,GravZ,QuatW,QuatX,QuatY,QuatZ,OrX,OrY,OrZ,GyX,GyY,GyZ
50,0.17,-0.82,-0.87,9.23,3.29,-0.24,0.67,0.41,-0.59,0.18,330.25,70.25,-94.19,1.36,0.29,0.23
50,0.33,-0.17,-1.41,9.26,3.19,-0.13,0.67,0.41,-0.58,0.20,327.19,71.00,-93.81,0.19,0.96,-0.20
50,-0.70,-0.38,-0.33,9.22,3.31,0.17,0.68,0.42,-0.56,0.21,326.50,70.19,-87.25,0.70,0.44,0.02
50,0.54,-1.51,-1.15,9.26,3.21,0.18,0.68,0.42,-0.56,0.22,325.00,70.62,-86.56,0.03,-0.02,0.24
50,-0.69,-1.26,-1.28,9.31,3.07,0.15,0.68,0.42,-0.57,0.22,324.13,71.50,-87.00,0.03,-0.09,0.27
50,-1.01,-0.13,-0.89,9.36,2.89,0.06,0.67,0.41,-0.57,0.23,322.88,72.69,-88.19,0.59,-0.05,0.16
50,0.22,0.26,-0.82,9.37,2.87,0.05,0.67,0.41,-0.57,0.23,322.44,72.94,-89.00,-0.38,-0.07,-0.02
50,-0.20,-1.03,-0.94,9.36,2.91,0.05,0.67,0.41,-0.58,0.22,323.63,72.69,-88.87,-0.45,-0.11,-0.04
50,-0.15,-0.65,-1.09,9.38,2.85,0.07,0.68,0.40,-0.58,0.22,324.56,72.87,-88.56,-0.30,-0.04,0.27
50,-0.19,0.39,-0.86,9.43,2.65,0.12,0.68,0.39,-0.59,0.22,324.44,74.00,-87.44,-0.18,0.00,0.38
50,-0.08,0.00,-0.77,9.45,2.61,0.13,0.68,0.38,-0.59,0.22,324.44,74.50,-87.00,-0.18,-0.02,-0.04
50,-0.24,-0.29,-0.59,9.45,2.61,0.11,0.68,0.38,-0.59,0.21,325.06,74.44,-87.19,-0.25,-0.04,0.02
50,-0.32,-0.30,-0.66,9.46,2.57,0.03,0.68,0.38,-0.60,0.21,325.38,74.69,-88.69,-0.11,-0.06,0.01
50,-0.23,-0.26,-0.75,9.47,2.52,0.00,0.68,0.38,-0.60,0.21,325.50,74.94,-89.94,-0.07,-0.06,0.10
50,-0.20,-0.24,-0.57,9.50,2.41,-0.10,0.67,0.37,-0.61,0.21,325.31,75.56,-92.12,-0.20,-0.06,0.18
50,-0.34,-0.24,-0.60,9.52,2.32,-0.19,0.67,0.37,-0.61,0.21,324.94,76.12,-94.37,-0.04,-0.03,0.15
50,-0.15,0.21,-0.65,9.54,2.24,-0.29,0.66,0.37,-0.62,0.21,324.44,76.56,-97.06,-0.02,-0.03,0.14
50,-0.35,-0.23,-0.33,9.54,2.22,-0.35,0.66,0.37,-0.62,0.21,324.56,76.69,-98.75,-0.13,-0.01,0.03
50,-0.24,-0.35,-0.48,9.54,2.21,-0.36,0.66,0.37,-0.62,0.21,324.56,76.75,-99.44,-0.05,-0.01,0.02
50,-0.42,-0.25,-0.25,9.55,2.18,-0.40,0.66,0.37,-0.62,0.21,324.75,76.81,-100.19,0.01,-0.02,0.02
50,-0.32,-0.21,-0.44,9.55,2.14,-0.44,0.66,0.37,-0.62,0.21,324.50,77.00,-101.44,-0.09,-0.01,0.07
50,-0.34,-0.23,-0.23,9.56,2.13,-0.47,0.66,0.36,-0.63,0.21,324.56,77.06,-102.31,-0.05,-0.02,-0.01
50,-0.29,-0.47,-0.40,9.56,2.11,-0.50,0.66,0.36,-0.63,0.21,324.56,77.12,-103.12,-0.07,-0.02,0.04
50,-0.34,-0.23,-0.16,9.56,2.09,-0.50,0.66,0.36,-0.63,0.21,324.75,77.25,-103.50,-0.12,-0.01,0.06
50,-0.35,-0.02,-0.29,9.57,2.06,-0.52,0.66,0.36,-0.63,0.21,324.81,77.44,-104.00,-0.00,-0.00,0.05
50,-0.21,-0.19,-0.36,9.57,2.04,-0.54,0.65,0.36,-0.63,0.21,324.69,77.50,-104.75,-0.04,-0.01,0.04
50,-0.44,-0.43,0.06,9.58,2.01,-0.54,0.66,0.36,-0.63,0.21,324.81,77.62,-105.06,-0.05,-0.00,0.05
50,-0.32,-0.22,-0.20,9.58,1.99,-0.54,0.66,0.36,-0.63,0.21,324.88,77.75,-105.25,-0.06,0.01,0.03
50,-0.22,0.00,-0.30,9.59,1.96,-0.55,0.65,0.35,-0.63,0.21,324.75,77.94,-105.75,-0.07,0.00,0.06
50,-0.38,-0.45,-0.24,9.60,1.91,-0.55,0.65,0.35,-0.64,0.21,324.63,78.12,-106.12,-0.01,-0.00,0.13
50,-0.03,-0.11,-0.37,9.60,1.88,-0.55,0.65,0.35,-0.64,0.21,324.38,78.44,-106.50,0.00,0.00,0.10
50,-0.12,-0.27,-0.23,9.61,1.82,-0.56,0.65,0.35,-0.64,0.21,324.13,78.75,-107.00,-0.02,0.01,0.10
50,-0.07,-0.20,-0.25,9.62,1.78,-0.56,0.65,0.35,-0.64,0.21,323.94,78.94,-107.37,0.02,0.01,0.02
50,-0.05,-0.19,-0.22,9.63,1.76,-0.56,0.65,0.35,-0.64,0.21,323.81,79.12,-107.75,-0.04,0.00,0.07
50,-0.23,-0.90,-0.29,9.64,1.70,-0.57,0.65,0.34,-0.64,0.22,323.50,79.44,-108.50,-0.00,0.00,0.16
51,-0.20,-0.17,-0.20,9.66,1.56,-0.56,0.65,0.34,-0.64,0.22,322.75,80.25,-109.87,-0.03,0.02,0.31
50,0.11,0.16,-0.30,9.69,1.37,-0.55,0.65,0.33,-0.65,0.22,321.81,81.25,-111.94,0.00,0.01,0.44
50,-0.10,-0.10,-0.09,9.71,1.23,-0.55,0.65,0.33,-0.65,0.23,321.06,82.06,-114.12,-0.07,0.00,0.18
50,0.00,-0.07,-0.27,9.71,1.18,-0.55,0.65,0.32,-0.65,0.23,320.94,82.31,-115.06,0.01,-0.01,0.03
50,-0.05,-0.21,-0.23,9.71,1.17,-0.56,0.65,0.32,-0.65,0.23,320.88,82.31,-115.50,0.03,0.00,0.02
50,-0.04,-0.03,-0.18,9.72,1.15,-0.57,0.65,0.32,-0.65,0.23,320.63,82.44,-116.31,0.02,-0.00,0.05
50,-0.08,-0.19,-0.16,9.72,1.12,-0.57,0.65,0.32,-0.65,0.23,320.44,82.56,-117.12,-0.00,0.00,0.04
50,-0.03,0.01,-0.16,9.72,1.10,-0.58,0.65,0.32,-0.65,0.23,320.38,82.62,-117.81,-0.01,0.00,0.01
50,-0.02,-0.10,-0.20,9.72,1.10,-0.59,0.65,0.32,-0.65,0.23,320.38,82.62,-118.00,0.00,0.00,-0.00
50,-0.06,0.00,-0.10,9.72,1.10,-0.59,0.64,0.32,-0.65,0.23,320.31,82.62,-118.31,0.02,0.00,-0.01
50,-0.01,-0.08,-0.18,9.72,1.11,-0.60,0.64,0.32,-0.65,0.23,320.38,82.56,-118.44,-0.02,-0.01,-0.01
50,-0.06,-0.04,-0.16,9.72,1.11,-0.60,0.64,0.32,-0.65,0.23,320.38,82.56,-118.56,0.00,0.01,0.00
50,-0.04,-0.07,-0.09,9.72,1.11,-0.60,0.64,0.32,-0.65,0.23,320.44,82.56,-118.69,-0.02,0.00,-0.00
50,-0.04,-0.06,-0.12,9.72,1.10,-0.61,0.64,0.32,-0.65,0.23,320.38,82.56,-118.87,-0.00,-0.01,-0.01
50,0.02,0.00,-0.10,9.72,1.11,-0.61,0.64,0.32,-0.65,0.23,320.44,82.56,-118.94,-0.01,0.00,-0.01
50,-0.08,-0.07,-0.19,9.72,1.11,-0.62,0.64,0.32,-0.65,0.23,320.44,82.50,-119.06,-0.03,0.00,-0.01
50,-0.02,-0.01,-0.05,9.72,1.11,-0.62,0.64,0.32,-0.65,0.23,320.50,82.44,-119.06,-0.01,0.01,-0.01
50,-0.08,-0.11,-0.16,9.72,1.12,-0.62,0.64,0.32,-0.65,0.23,320.50,82.44,-119.06,0.02,0.01,-0.01
50,-0.03,-0.26,-0.18,9.72,1.12,-0.63,0.64,0.32,-0.65,0.23,320.38,82.44,-119.44,0.04,-0.03,0.04
50,-0.09,-0.09,0.04,9.72,1.11,-0.63,0.64,0.32,-0.65,0.23,320.44,82.44,-119.69,-0.04,0.01,-0.03
50,-0.04,0.00,-0.07,9.72,1.11,-0.63,0.64,0.32,-0.65,0.23,320.50,82.44,-119.69,-0.05,0.00,-0.01
50,-0.04,-0.09,-0.09,9.72,1.12,-0.63,0.64,0.32,-0.65,0.23,320.63,82.37,-119.50,0.01,0.01,-0.02
50,-0.04,-0.04,-0.07,9.72,1.12,-0.64,0.64,0.32,-0.65,0.23,320.56,82.37,-119.62,-0.00,0.00,-0.00
50,-0.05,-0.11,-0.05,9.72,1.12,-0.64,0.64,0.32,-0.65,0.23,320.56,82.37,-119.69,0.01,-0.02,-0.01
50,-0.05,-0.06,-0.17,9.71,1.12,-0.65,0.64,0.32,-0.65,0.23,320.50,82.31,-120.00,0.01,-0.01,0.00
50,-0.05,-0.04,-0.12,9.71,1.12,-0.65,0.64,0.32,-0.65,0.23,320.50,82.31,-120.12,-0.01,0.00,0.00
50,-0.11,-0.11,-0.13,9.71,1.13,-0.65,0.64,0.32,-0.65,0.23,320.50,82.31,-120.12,0.01,0.00,-0.02
50,-0.05,-0.11,-0.07,9.71,1.13,-0.65,0.64,0.32,-0.65,0.23,320.56,82.31,-120.12,0.00,0.00,0.00
50,0.00,-0.01,-0.12,9.71,1.12,-0.65,0.64,0.32,-0.65,0.23,320.50,82.31,-120.31,0.01,0.00,0.01
51,-0.04,-0.02,-0.08,9.71,1.12,-0.66,0.64,0.32,-0.65,0.23,320.50,82.31,-120.50,0.00,0.00,0.01
50,-0.06,-0.05,-0.06,9.71,1.12,-0.66,0.64,0.32,-0.66,0.23,320.56,82.31,-120.50,-0.05,0.00,-0.00
50,-0.04,-0.19,-0.13,9.71,1.12,-0.65,0.64,0.32,-0.66,0.23,320.69,82.31,-120.19,-0.01,-0.00,-0.02
50,-0.04,0.02,0.00,9.71,1.12,-0.65,0.64,0.32,-0.66,0.23,320.75,82.31,-120.25,-0.02,-0.00,-0.00
50,0.08,0.31,0.10,9.71,1.16,-0.64,0.64,0.32,-0.65,0.23,321.00,82.25,-119.31,-0.08,0.05,-0.11
50,-1.54,0.36,0.41,9.70,1.25,-0.58,0.65,0.32,-0.65,0.22,321.81,81.94,-115.69,-0.32,0.08,-0.19
50,0.15,0.47,0.41,9.69,1.35,-0.53,0.65,0.32,-0.65,0.22,322.75,81.56,-111.81,0.02,0.06,-0.18
50,1.65,0.93,2.08,9.67,1.55,-0.42,0.66,0.33,-0.64,0.21,323.69,80.75,-106.94,-0.04,0.28,-0.50
50,1.15,0.43,0.05,9.61,1.93,-0.13,0.67,0.34,-0.62,0.21,324.75,79.00,-95.94,0.31,0.75,-0.89
50,0.88,1.73,0.97,9.50,2.38,0.26,0.69,0.35,-0.60,0.20,326.69,76.50,-85.87,-0.23,0.89,-0.99
50,1.53,0.59,0.17,9.28,3.03,0.91,0.72,0.36,-0.57,0.19,330.19,72.12,-75.06,-0.12,1.52,-1.50
50,0.79,-0.42,-1.36,8.97,3.66,1.46,0.74,0.38,-0.53,0.18,332.31,67.19,-69.06,0.09,1.11,-1.37
50,0.52,-1.22,-1.50,8.51,4.21,2.44,0.78,0.37,-0.49,0.15,337.31,61.44,-61.38,-1.33,1.97,-1.50
50,-1.09,-0.40,-2.98,7.87,4.76,3.37,0.81,0.37,-0.44,0.13,340.75,54.81,-55.75,-0.82,1.94,-1.72
50,-0.13,-0.05,2.52,7.15,5.06,4.40,0.85,0.35,-0.39,0.09,346.88,48.06,-50.13,-2.18,1.60,-1.79
50,0.37,-0.88,-2.30,6.40,5.29,5.20,0.87,0.33,-0.35,0.06,350.94,41.94,-46.19,-0.83,1.69,-1.41
50,-0.07,-0.54,1.46,5.52,5.30,6.12,0.90,0.31,-0.30,0.03,355.50,35.56,-42.00,-1.90,1.75,-1.65
50,2.15,-0.37,-2.97,4.81,5.27,6.72,0.92,0.30,-0.26,0.01,358.19,30.25,-38.56,-0.55,1.43,-1.01
50,-1.31,-1.11,-1.07,4.10,5.13,7.27,0.93,0.28,-0.23,-0.02,1.75,25.75,-36.00,-1.48,1.21,-1.44
50,1.15,0.06,-2.90,3.29,4.80,7.88,0.95,0.25,-0.19,-0.05,4.81,20.56,-32.00,-1.24,1.41,-1.14
50,-0.75,-1.60,-2.21,2.74,4.24,8.40,0.96,0.21,-0.16,-0.08,8.38,16.81,-27.81,-1.96,0.62,-1.15
50,-1.69,-0.74,0.43,2.20,3.65,8.83,0.97,0.18,-0.13,-0.10,11.31,13.63,-23.06,-1.35,1.03,-0.86
50,-0.53,-1.39,-2.10,1.78,3.16,9.10,0.98,0.15,-0.11,-0.12,13.19,10.94,-19.94,-1.35,0.60,-0.78
50,-1.56,-2.10,0.31,1.33,2.60,9.36,0.98,0.12,-0.09,-0.14,15.81,8.44,-16.19,-1.09,0.80,-0.87
50,0.99,0.14,-2.25,0.81,2.02,9.56,0.98,0.10,-0.06,-0.16,18.19,5.19,-12.56,-1.33,0.79,-1.13
50,-2.79,-1.86,-0.99,0.60,1.47,9.67,0.98,0.07,-0.04,-0.19,21.81,3.75,-9.38,-1.17,0.09,-0.95
50,0.19,0.36,-1.43,0.19,0.72,9.77,0.97,0.03,-0.02,-0.23,25.87,1.50,-5.25,-1.93,0.74,-1.93
50,-1.16,-3.48,-1.15,0.35,0.32,9.79,0.96,0.01,-0.02,-0.28,31.94,1.63,-2.13,-0.59,-0.77,-2.10
50,-1.17,-0.89,1.20,0.48,-0.09,9.79,0.94,-0.01,-0.02,-0.33,37.38,2.94,0.06,-1.13,-0.04,-2.04
50,-0.43,-2.40,-3.46,0.24,-0.13,9.80,0.93,-0.01,-0.01,-0.38,43.25,1.37,0.81,0.08,0.57,-1.81
50,0.68,0.01,-0.70,0.20,0.68,9.78,0.92,0.04,-0.03,-0.40,46.50,1.19,-4.00,2.31,0.04,-1.00
50,0.12,-2.46,-0.37,0.10,1.14,9.73,0.91,0.05,-0.03,-0.41,48.75,0.56,-6.69,0.25,0.07,-0.56
50,0.53,-0.48,-0.78,0.06,1.20,9.73,0.90,0.05,-0.03,-0.42,49.88,0.37,-7.06,0.07,0.01,-0.52
50,0.25,-1.48,-0.23,0.05,1.26,9.72,0.90,0.06,-0.03,-0.43,50.44,0.25,-7.38,0.13,-0.01,-0.03
50,-0.44,0.18,-0.51,0.04,1.30,9.71,0.90,0.06,-0.03,-0.43,50.50,0.25,-7.63,0.04,0.03,0.00
50,-0.39,-1.25,-0.38,0.04,1.31,9.71,0.90,0.06,-0.03,-0.43,50.50,0.19,-7.63,0.01,-0.01,0.00
50,-0.27,-0.36,-0.36,0.04,1.31,9.71,0.90,0.06,-0.03,-0.43,50.50,0.19,-7.69,-0.01,0.01,0.01
50,-0.26,-1.00,-0.32,0.04,1.29,9.72,0.90,0.06,-0.03,-0.43,50.50,0.19,-7.50,-0.07,0.01,0.00
50,-0.26,-0.83,-0.40,0.04,1.26,9.72,0.47,0.03,-0.06,-0.88,123.44,0.19,-7.38,-0.02,-0.01,0.02
50,-0.34,-0.90,-0.40,0.04,1.25,9.72,0.47,0.03,-0.06,-0.88,123.37,0.25,-7.31,-0.03,0.01,0.02
50,-0.33,-0.63,-0.40,-0.01,1.12,9.74,0.47,0.03,-0.05,-0.88,123.31,-0.06,-6.56,0.00,-0.00,0.07
50,-0.16,-0.67,-0.38,-0.04,1.05,9.75,0.47,0.03,-0.05,-0.88,123.19,-0.25,-6.13,0.01,-0.00,0.02
50,-0.22,-0.37,-0.41,-0.07,0.98,9.75,0.47,0.03,-0.04,-0.88,123.25,-0.37,-5.75,0.01,0.00,0.01
50,-0.20,-0.61,-0.40,-0.09,0.93,9.76,0.48,0.03,-0.04,-0.88,123.19,-0.50,-5.44,0.01,0.00,0.02
50,-0.16,-0.31,-0.42,-0.11,0.89,9.76,0.47,0.03,-0.04,-0.88,123.25,-0.63,-5.19,-0.00,-0.01,0.01
50,-0.12,-0.36,-0.44,-0.12,0.86,9.76,0.47,0.03,-0.04,-0.88,123.25,-0.69,-5.00,-0.03,0.00,0.00
50,-0.13,-0.42,-0.44,-0.13,0.82,9.77,0.47,0.03,-0.03,-0.88,123.25,-0.75,-4.81,-0.04,0.01,-0.00
50,-0.16,-0.53,-0.40,-0.15,0.75,9.77,0.47,0.03,-0.03,-0.88,123.25,-0.88,-4.38,-0.01,0.00,0.00
50,-0.07,-0.37,-0.42,-0.16,0.72,9.77,0.47,0.03,-0.03,-0.88,123.25,-0.94,-4.25,0.02,-0.00,0.01
50,-0.02,-0.23,-0.47,-0.17,0.72,9.77,0.47,0.03,-0.03,-0.88,123.25,-1.00,-4.19,-0.00,-0.00,0.01
50,-0.09,-0.22,-0.46,-0.17,0.70,9.77,0.47,0.03,-0.03,-0.88,123.25,-1.00,-4.06,-0.03,0.00,0.01
50,-0.07,-0.37,-0.43,-0.18,0.67,9.78,0.47,0.02,-0.03,-0.88,123.25,-1.06,-3.88,-0.02,-0.00,0.01
50,-0.06,-0.33,-0.43,-0.19,0.65,9.78,0.47,0.02,-0.02,-0.88,123.25,-1.06,-3.75,-0.01,0.01,0.01
50,-0.07,-0.36,-0.42,-0.19,0.63,9.78,0.47,0.02,-0.02,-0.88,123.25,-1.12,-3.69,-0.00,0.00,0.01
50,-0.04,0.00,-0.06,-0.20,0.61,9.78,0.47,0.02,-0.02,-0.88,123.25,-1.12,-3.56,0.01,0.00,0.02
50,-0.04,-0.26,-0.02,-0.20,0.61,9.78,0.47,0.02,-0.02,-0.88,123.25,-1.12,-3.56,-0.00,0.01,0.01
50,-0.03,-0.16,-0.06,-0.20,0.60,9.78,0.47,0.02,-0.02,-0.88,123.25,-1.12,-3.50,0.01,-0.00,0.00
50,-0.03,-0.14,-0.02,-0.20,0.60,9.78,0.47,0.02,-0.02,-0.88,123.25,-1.19,-3.50,-0.01,0.00,0.00
51,-0.07,-0.29,-0.02,-0.20,0.59,9.78,0.47,0.02,-0.02,-0.88,123.25,-1.19,-3.44,0.00,-0.00,0.00
50,-0.03,-0.14,-0.05,-0.20,0.58,9.78,0.47,0.02,-0.02,-0.88,123.25,-1.19,-3.44,0.01,0.00,0.00
50,-0.04,-0.17,-0.03,-0.20,0.58,9.78,0.47,0.02,-0.02,-0.88,123.25,-1.19,-3.44,-0.00,0.01,-0.00
50,-0.04,-0.16,-0.02,-0.21,0.58,9.78,0.47,0.02,-0.02,-0.88,123.25,-1.19,-3.38,-0.00,-0.00,0.00
50,-0.03,-0.13,0.00,-0.21,0.57,9.78,0.47,0.02,-0.02,-0.88,123.25,-1.19,-3.31,0.00,0.01,-0.00
50,-0.02,-0.18,-0.06,-0.21,0.57,9.78,0.47,0.02,-0.02,-0.88,123.25,-1.19,-3.31,-0.01,-0.00,0.01
50,0.00,-0.28,-0.02,-0.21,0.56,9.78,0.47,0.02,-0.02,-0.88,123.25,-1.19,-3.25,0.01,-0.00,0.00
50,-0.09,0.03,-0.05,-0.21,0.56,9.78,0.47,0.02,-0.02,-0.88,123.25,-1.25,-3.25,0.01,0.00,0.00
50,0.00,-0.25,-0.03,-0.21,0.55,9.78,0.47,0.02,-0.02,-0.88,123.25,-1.19,-3.25,-0.00,-0.01,-0.00
50,-0.04,0.03,-0.05,-0.21,0.55,9.78,0.47,0.02,-0.02,-0.88,123.25,-1.25,-3.19,-0.00,-0.00,0.00
50,0.00,-0.21,-0.04,-0.21,0.54,9.78,0.47,0.02,-0.02,-0.88,123.25,-1.25,-3.19,-0.01,0.00,0.00
50,0.01,-0.16,-0.04,-0.21,0.54,9.78,0.47,0.02,-0.02,-0.88,123.25,-1.25,-3.19,-0.00,0.00,-0.00
50,-0.10,-0.15,-0.03,-0.21,0.54,9.78,0.47,0.02,-0.02,-0.88,123.25,-1.25,-3.13,0.00,0.00,0.00
50,-0.04,-0.10,-0.05,-0.21,0.53,9.78,0.47,0.02,-0.02,-0.88,123.25,-1.25,-3.13,0.01,-0.00,0.00
50,-0.04,-0.03,-0.04,-0.21,0.53,9.78,0.47,0.02,-0.02,-0.88,123.25,-1.25,-3.13,-0.00,-0.00,0.00
50,-0.04,-0.15,-0.03,-0.21,0.53,9.78,0.47,0.02,-0.02,-0.88,123.25,-1.25,-3.13,-0.01,-0.00,0.00
50,-0.03,-0.13,-0.03,-0.22,0.53,9.78,0.47,0.02,-0.02,-0.88,123.25,-1.25,-3.06,-0.00,-0.01,0.00
50,0.03,-0.10,-0.05,-0.22,0.53,9.78,0.47,0.02,-0.02,-0.88,123.25,-1.25,-3.06,-0.00,0.00,0.00
50,-0.04,-0.10,0.00,-0.22,0.52,9.79,0.47,0.02,-0.02,-0.88,123.25,-1.25,-3.06,-0.01,0.00,0.01
50,-0.04,-0.05,-0.04,-0.22,0.51,9.79,0.47,0.02,-0.02,-0.88,123.25,-1.25,-3.00,-0.02,-0.01,0.00
50,-0.03,0.04,-0.01,-0.22,0.50,9.79,0.47,0.02,-0.02,-0.88,123.25,-1.25,-2.94,-0.04,-0.01,0.00
50,-0.05,-0.20,0.00,-0.22,0.47,9.79,0.47,0.02,-0.02,-0.88,123.25,-1.25,-2.81,-0.04,-0.01,0.00
50,-0.10,-0.08,-0.03,-0.22,0.46,9.79,0.47,0.02,-0.02,-0.88,123.25,-1.25,-2.69,-0.03,-0.01,0.00
50,0.09,0.07,-0.03,-0.22,0.44,9.79,0.48,0.02,-0.01,-0.88,123.19,-1.25,-2.56,-0.05,-0.01,0.03
50,-0.26,0.70,0.00,-0.21,0.39,9.79,0.47,0.02,-0.01,-0.88,123.19,-1.25,-2.38,-0.11,-0.03,-0.04
50,0.17,-0.02,-0.11,-0.18,0.29,9.80,0.47,0.02,-0.01,-0.88,123.44,-1.12,-1.81,-0.23,-0.07,-0.07
50,-1.60,0.25,0.79,-0.17,0.02,9.80,0.47,0.01,0.00,-0.88,124.12,-1.00,-0.63,-0.65,0.01,-0.37
50,0.32,0.91,-0.35,-0.25,-0.64,9.78,0.47,-0.00,0.04,-0.88,123.69,-1.31,2.88,-1.53,0.21,0.29
50,0.51,0.51,-0.01,-0.29,-1.22,9.72,0.47,-0.02,0.07,-0.88,123.69,-1.69,7.19,-1.58,-0.01,-0.23
51,0.50,0.30,-1.05,-0.17,-1.80,9.63,0.46,-0.04,0.09,-0.88,124.31,-0.94,10.56,-1.13,-0.28,-0.26
50,0.07,0.77,1.54,0.00,-2.46,9.49,0.45,-0.06,0.12,-0.88,125.19,0.00,14.56,-1.58,-0.29,-0.38
50,-0.38,0.16,-0.56,0.08,-3.01,9.33,0.45,-0.08,0.14,-0.88,126.00,0.44,17.87,-1.27,0.04,-0.20
50,-0.37,-0.22,-0.75,0.14,-3.70,9.07,0.43,-0.10,0.18,-0.88,127.50,0.81,22.19,-1.52,-0.00,-0.48
50,0.81,0.01,-2.40,0.37,-4.60,8.64,0.42,-0.12,0.21,-0.87,128.56,1.75,26.81,-2.00,-0.39,-0.43
50,-0.81,-1.10,-1.03,0.77,-5.57,8.02,0.41,-0.16,0.25,-0.86,129.44,4.06,33.25,-2.55,-0.75,-0.41
50,-0.80,-0.44,-0.64,0.85,-6.45,7.32,0.39,-0.19,0.31,-0.84,130.13,5.00,41.38,-2.76,0.08,0.06
50,0.76,0.00,-2.09,0.84,-7.41,6.35,0.38,-0.23,0.37,-0.82,130.38,4.94,49.38,-3.29,-0.37,0.03
50,-0.92,-1.65,-0.10,0.92,-8.22,5.26,0.37,-0.25,0.42,-0.79,129.94,5.38,57.38,-2.13,-0.22,0.34
50,1.48,-0.27,-2.43,0.77,-8.74,4.37,0.37,-0.27,0.45,-0.77,128.94,4.50,63.38,-2.67,-0.22,0.22
50,-0.23,-1.27,2.67,0.92,-9.19,3.28,0.35,-0.30,0.50,-0.73,129.25,5.38,70.31,-1.83,-0.21,-0.24
50,0.62,0.41,0.61,1.00,-9.37,2.71,0.34,-0.32,0.52,-0.72,129.69,5.88,73.81,-1.39,-0.12,-0.36
50,-0.46,-1.79,0.45,1.25,-9.44,2.32,0.33,-0.33,0.52,-0.71,130.63,7.38,76.12,-0.43,-0.22,-0.30
50,0.54,0.89,-0.19,1.25,-9.52,1.94,0.32,-0.34,0.54,-0.70,130.94,7.31,78.44,-1.09,0.09,-0.05
50,0.52,-0.61,1.82,1.41,-9.57,1.54,0.31,-0.35,0.55,-0.69,131.69,8.31,80.81,-0.66,-0.40,-0.40
50,-0.37,-0.58,0.18,1.52,-9.58,1.37,0.31,-0.36,0.55,-0.69,131.63,8.94,81.81,-0.39,-0.32,0.01
50,0.53,0.04,0.21,1.57,-9.59,1.29,0.31,-0.37,0.55,-0.69,131.13,9.19,82.25,0.09,-0.23,-0.23
50,1.04,-0.20,0.10,1.60,-9.57,1.37,0.32,-0.37,0.54,-0.68,129.69,9.38,81.81,0.09,-0.84,0.38
50,-0.38,-0.01,0.64,1.59,-9.57,1.40,0.34,-0.38,0.53,-0.68,127.12,9.38,81.62,-0.04,-0.78,-0.26
50,-0.93,-1.67,1.18,1.79,-9.58,1.07,0.33,-0.40,0.53,-0.67,127.12,10.56,83.56,-1.04,-0.13,-0.37
50,0.06,0.79,-0.07,1.89,-9.58,0.87,0.33,-0.41,0.54,-0.66,127.69,11.13,84.75,-0.35,-0.11,-0.28
50,0.33,-0.33,-0.26,1.97,-9.58,0.63,0.32,-0.42,0.54,-0.66,127.81,11.63,86.19,-0.49,-0.29,-0.02
50,0.39,0.46,0.40,2.04,-9.58,0.39,0.32,-0.43,0.54,-0.65,127.69,12.00,87.56,-0.33,-0.25,-0.04
50,-0.17,-0.46,0.46,1.99,-9.59,0.22,0.32,-0.43,0.55,-0.64,126.75,11.69,88.62,-0.45,-0.33,0.26
50,0.08,0.48,0.62,1.91,-9.61,0.12,0.32,-0.44,0.55,-0.63,125.87,11.25,89.19,-0.02,-0.13,0.06
50,-0.39,-1.16,0.04,1.89,-9.62,0.13,0.33,-0.44,0.55,-0.63,125.50,11.19,89.19,0.05,-0.02,0.05
50,0.33,0.47,0.35,1.82,-9.63,0.12,0.33,-0.43,0.55,-0.63,125.50,10.81,89.19,-0.04,-0.09,0.15
50,-0.13,-0.04,0.15,1.83,-9.63,0.12,0.33,-0.43,0.55,-0.63,125.37,10.75,89.25,0.04,-0.07,-0.02
50,0.17,-0.06,0.32,1.82,-9.63,0.12,0.33,-0.43,0.55,-0.63,125.19,10.69,89.19,-0.03,-0.05,0.06
50,-0.16,-0.31,0.40,1.83,-9.63,0.12,0.33,-0.43,0.55,-0.63,125.37,10.69,89.25,0.01,-0.02,-0.07
50,0.17,-0.03,0.18,1.75,-9.64,0.11,0.33,-0.43,0.56,-0.63,125.12,10.44,89.25,-0.02,-0.04,0.25
50,0.00,0.08,0.33,1.74,-9.64,0.12,0.33,-0.43,0.56,-0.63,124.87,10.19,89.19,0.04,-0.03,-0.01
50,0.13,-0.07,0.28,1.73,-9.65,0.11,0.33,-0.43,0.56,-0.63,124.87,10.19,89.25,-0.06,-0.02,0.01
50,-0.07,0.01,0.27,1.74,-9.65,0.10,0.33,-0.43,0.56,-0.63,124.81,10.19,89.31,-0.01,-0.01,-0.03
50,0.03,0.31,0.13,1.69,-9.65,0.12,0.33,-0.43,0.56,-0.63,124.62,10.00,89.25,0.03,0.01,0.14
50,0.04,0.30,0.19,1.66,-9.66,0.15,0.33,-0.43,0.56,-0.63,124.44,9.75,89.12,0.05,-0.02,0.11
50,0.00,-0.10,-0.07,1.63,-9.66,0.16,0.33,-0.43,0.56,-0.63,124.44,9.56,89.00,0.01,-0.04,0.09
50,-0.05,-0.35,0.23,1.63,-9.66,0.13,0.33,-0.43,0.56,-0.63,124.31,9.56,89.12,-0.06,-0.05,0.00
50,0.05,0.24,0.44,1.62,-9.67,0.14,0.33,-0.43,0.56,-0.63,124.19,9.50,89.12,0.03,-0.06,0.02
